title,num_citations,year,excerpt,url,url_pdf,indicator,key_words,doi,authors,issued,abstract,link,is_referenced_by_count
Promoting decarbonisation in the construction of new buildings: a strategy to calculate the embodied carbon footprint.,19,2025,"… greenhouse gas emissions, with embodied carbon playing a critical role … embodied carbon emissions by developing an integrated strategy to assess and compare the embodied carbon …",https://www.sciencedirect.com/science/article/pii/S2352710225002736,,0,"embodied carbon, plumbing",10.1016/j.jobe.2025.112037,Ana Karolina Santos; Victor M. Ferreira; Ana Cláudia Dias,2025-6,,https://api.elsevier.com/content/article/PII:S2352710225002736?httpAccept=text/xml,10
Embodied energy and carbon assessment of existing affordable apartments in Indonesia,10,2024,"… The embodied carbon can be differentiated based on building type, building elements, and materials used. The average embodied carbon emissions per unit area in Chinese …",https://www.tandfonline.com/doi/abs/10.1080/13467581.2023.2278481,,0,"embodied carbon, plumbing",10.1016/j.enbuild.2024.114515,Lois J. Hurst; Tadhg S. O’Donovan,2024-9,,https://api.elsevier.com/content/article/PII:S0378778824006315?httpAccept=text/xml,4
Environmental Impacts of Light Sources in Buildings: Analysis of Environmental Product Declarations (EPDs) in European Union,3,2025,… current state of the literature regarding environmental product declarations containing information about the environmental impact of various lighting system solutions. Further research …,https://www.mdpi.com/2075-5309/15/8/1279,,0,"environmental product declaration, lighting",10.3390/buildings15081279,Endrit Hoxha; Seyed Morteza Hosseini; Bernardette Soust-Verdaguer; Jan de Boer,2025-4-14,"<jats:p>Benchmark studies of the environmental impacts of buildings often overlook the contribution of lighting systems. This omission presents a significant knowledge gap, especially given the growing focus on energy-efficient technologies and sustainable building designs. To address this gap, the life cycle assessment method was used to calculate the environmental impacts of lighting systems, focusing on the Global Warming Potential (GWP) indicator. An in-depth review of databases and programs across the 27 European Union member states was also conducted. The study analyzed both the absolute and relative contributions of lighting systems to the overall environmental impacts of buildings, with a specific focus on the situation in Denmark. A total of 101 Environmental Product Declarations (EPDs) covering 753 LED lighting products were identified. Material-related impacts accounted for 1–12% of the total GWP, while energy used during operations contributed 6–24%. These results emphasize the importance of both embodied and operational impacts. Improving the luminous efficacy of lighting systems emerges as a more effective and feasible strategy to reduce a building’s GWP than lowering overall energy use or grid carbon intensity. In countries with high-carbon electricity, reducing the operational impacts is critical. Elsewhere, selecting lighting systems with low embodied impacts is also essential.</jats:p>",https://www.mdpi.com/2075-5309/15/8/1279/pdf,2
Sustainable product development and service approach for application in industrial lighting products,28,2021,"… industrial LED lighting product and service that exhibited prominent environmental, social, and economic performances. The environmental impact of the new product was 46% lower …",https://www.sciencedirect.com/science/article/pii/S2352550921001159,,0,"environmental product declaration, lighting",10.1016/j.spc.2021.04.003,Shuyi Wang; Daizhong Su; Ming Ma; Wentao Kuang,2021-7,,https://api.elsevier.com/content/article/PII:S2352550921001159?httpAccept=text/xml,19
"Producer responsibility, waste minimisation and the WEEE Directive: Case studies in eco-design from the European lighting sector",297,2006,"… This reflects perceptions in the lighting sector that, because demand for products is … It was evident that other drivers, such as bans on hazardous substances, product declarations and …",https://www.sciencedirect.com/science/article/pii/S0048969705004924,,0,"environmental product declaration, lighting",10.1016/j.scitotenv.2005.07.001,Annika Gottberg; Joe Morris; Simon Pollard; Cecilia Mark-Herbert; Matthew Cook,2006-4,,https://api.elsevier.com/content/article/PII:S0048969705004924?httpAccept=text/xml,129
Revision of the EU green public procurement criteria for road lighting and traffic signals,77,2019,… for roads to prevent unnecessary over-lighting in the first place. Light pollution is another environmental impact of particular relevance to road lighting and traffic signals which is not well …,https://www.spectrasol.cz/wp-content/uploads/2019/04/JRC115406_eugpp_road_lighting_technical_report.pdf,http://scholar.google.com/https://www.spectrasol.cz/wp-content/uploads/2019/04/JRC115406_eugpp_road_lighting_technical_report.pdf,0,"environmental product declaration, lighting",10.4324/9780429060045-6,Raluca Suciu; Dacian C. Dragoș,2019-9-19,,,0
"Potential environmental impacts from the metals in incandescent, compact fluorescent lamp (CFL), and light-emitting diode (LED) bulbs",221,2013,… We assessed the potentials by examining whether the lighting products are to be … and rare metals in lighting products without compromising their performance and useful lifespan. …,https://pubs.acs.org/doi/abs/10.1021/es302886m,,0,"environmental product declaration, lighting",10.13031/2013.42531,E. R. Benson; D. P. Hougentogler; J. McGurk; E. Herrman; R. L. Alphin,2013,,http://elibrary.asabe.org/azdez.asp?JID=3&AID=42531&t=2&v=29&i=1&CID=aeaj2013&redir=aid=42531&redir=%5Bconfid=aeaj2013%5D&redirType=&downPDF=Y&directPDF=Y,21
The future of eco-labelling: Making environmental product information systems effective,195,2017,"… Second, we decided to concentrate mainly on environmental product information schemes … relevant EPIS (ie for ISO Type III environmental product declarations).1 The research process …","https://books.google.com/books?hl=en&lr=&id=5G1QDwAAQBAJ&oi=fnd&pg=PP1&dq=environmental+product+declaration,+lighting&ots=jg44Lou6zZ&sig=eki1QWiIhRVIRi-NCIheHhPtUJk",,0,"environmental product declaration, lighting",10.4324/9781351280808-1,Frieder Rubik,2017-9-29,,,0
Energy and environmental benefits in public buildings as a result of retrofit actions,393,2011,"… of the Environmental Product Declaration. Synthetic indices, as energy and GWP payback times, and energy return ratio, are defined to better describe the energy and environmental …",https://www.sciencedirect.com/science/article/pii/S1364032110003096,,0,"environmental product declaration, lighting",10.1016/j.rser.2010.09.022,Fulvio Ardente; Marco Beccali; Maurizio Cellura; Marina Mistretta,2011-1,,https://api.elsevier.com/content/article/PII:S1364032110003096?httpAccept=text/xml,203
From the LCA of food products to the environmental assessment of protected crops districts: a case-study in the south of Italy,167,2012,"… The proposed approach combines organisation-specific tools, such as Environmental Management Systems and Environmental Product Declarations, with the environmental …",https://www.sciencedirect.com/science/article/pii/S0301479711003185,,0,"environmental product declaration, lighting",10.1016/j.jenvman.2011.08.019,Maurizio Cellura; Fulvio Ardente; Sonia Longo,2012-1,,https://api.elsevier.com/content/article/PII:S0301479711003185?httpAccept=text/xml,83
"Human-centric lighting: Myth, magic or metaphor?",195,2021,… of human-centric lighting and its current status in lighting. We … light and lighting and show that human-centric lighting has sound … lighting avoids the hype and encapsulates what lighting …,https://journals.sagepub.com/doi/abs/10.1177/1477153520958448,,0,"environmental product declaration, lighting",10.1109/lighting49406.2021.9599086,Iva Petrinska,2021-9-23,,http://xplorestaging.ieee.org/ielx7/9598461/9598946/09599086.pdf?arnumber=9599086,0
White light–emitting diodes (LEDs) at domestic lighting levels and retinal injury in a rat model,195,2013,"… We found that LED lights carry energy that is strong enough to generate oxidative stress (Figure 8). Our results are consistent with the observation by Noell (1980); that is, retinal …",https://pmc.ncbi.nlm.nih.gov/articles/PMC3948037/,,0,"environmental product declaration, lighting",10.1364/soled.2013.dm2e.1,Steve DenBaars,2013,,https://www.osapublishing.org/viewmedia.cfm?URI=SOLED-2013-DM2E.1&seq=0,0
A systematic review for establishing relevant environmental parameters for urban lighting: translating research into practice,54,2022,… The current lighting practice often disregards lighting approaches focused on reducing the … How do we translate ALAN research for lighting practice to address environmental concerns…,https://www.mdpi.com/2071-1050/14/3/1107,,0,"environmental product declaration, lighting",10.3390/su14031107,Catherine Pérez Vega; Karolina M. Zielinska-Dabkowska; Sibylle Schroer; Andreas Jechow; Franz Hölker,2022-1-19,"<jats:p>The application of lighting technologies developed in the 20th century has increased the brightness and changed the spectral composition of nocturnal night-time habitats and night skies across urban, peri-urban, rural, and pristine landscapes, and subsequently, researchers have observed the disturbance of biological rhythms of flora and fauna. To reduce these impacts, it is essential to translate relevant knowledge about the potential adverse effects of artificial light at night (ALAN) from research into applicable urban lighting practice. Therefore, the aim of this paper is to identify and report, via a systematic review, the effects of exposure to different physical properties of artificial light sources on various organism groups, including plants, arthropods, insects, spiders, fish, amphibians, reptiles, birds, and non-human mammals (including bats, rodents, and primates). PRISMA 2020 guidelines were used to identify a total of 1417 studies from Web of Science and PubMed. In 216 studies, diverse behavioral and physiological responses were observed across taxa when organisms were exposed to ALAN. The studies showed that the responses were dependent on high illuminance levels, duration of light exposure, and unnatural color spectra at night and also highlighted where research gaps remain in the domains of ALAN research and urban lighting practice. To avoid misinterpretation, and to define a common language, key terminologies and definitions connected to natural and artificial light have been provided. Furthermore, the adverse impacts of ALAN urgently need to be better researched, understood, and managed for the development of future lighting guidelines and standards to optimize sustainable design applications that preserve night-time environment(s) and their inhabiting flora and fauna.</jats:p>",https://www.mdpi.com/2071-1050/14/3/1107/pdf,43
Basic building life cycle calculations to decrease contribution to climate change–Case study on an office building in Sweden,204,2011,… the building better and installing low-energy lighting and white goods. Introduction of these … and because lack of EPDs (Environmental Product Declarations) which may facilitate more …,https://www.sciencedirect.com/science/article/pii/S0360132311000515,,0,"environmental product declaration, lighting",10.1016/j.buildenv.2011.02.003,Marita Wallhagen; Mauritz Glaumann; Tove Malmqvist,2011-10,,https://api.elsevier.com/content/article/PII:S0360132311000515?httpAccept=text/xml,114
Green building standards and certification systems,271,2016,"… An Environmental Product Declaration (EPD) is an … the life-cycle environmental impact of products. The International EPD … , retro-commissioning, lighting upgrades and sub-metering …",https://globalgbc.org/wp-content/uploads/2022/07/034_green-building-standards-and-certification-system.pdf,http://scholar.google.com/https://globalgbc.org/wp-content/uploads/2022/07/034_green-building-standards-and-certification-system.pdf,0,"environmental product declaration, lighting",10.37544/0005-6650-2016-07-08-35,Kati Herzog,2016,"<p>Ein Zertifikat der drei in der deutschen Bau- und Immobilienbranche am weitesten verbreiteten Green Building und Nachhaltigkeits-Labels DGNB, LEED oder BREEAM ist der Beleg für nachhaltige Gebäudequalität und/oder nachhaltigen Gebäudebetrieb. Festzustellen ist, dass die Anzahl zertifizierter Gebäude weiter steigt und grüne Investments zunehmend an Bedeutung gewinnen. Jüngster Treiber dafür ist das wachsende Bewusstsein und die regulatorische Notwendigkeit der nachhaltigen Ausrichtung von Unternehmen im Hinblick auf ihre Corporate Responsibility. Die Zertifizierung der Nachhaltigkeit von Gebäuden sollte aber nicht nur als eine reine Auszeichnung eines Gebäudes und dessen Betrieb interpretiert werden. Der eigentliche Mehrwert entsteht, wenn die etablierten Nachhaltigkeitssysteme und -kriterien als Instrument zur Steuerung und Kommunikation verstanden werden, um Projekte und den Gebäudebetrieb nachhaltig zu entwickeln. Nachhaltigkeitskriterien lassen sich in Planung, Ausführung und Betrieb steuernd einsetzen, um die Projektziele von Investoren und Eigentümern erfolgreich umzusetzen. Das Nachhaltigkeitssystem mit den dazugehörigen Prozessen wird zum Managementtool, der Auditor als Nachhaltigkeitsexperte zum Nachhaltigkeitsmanager. Das Praxisbeispiel „Zukunftspark Wohlgelegen“ der Stadtsiedlung Heilbronn belegt, wie die Übersetzung einer Unternehmensphilosophie in einen Anerkennungsprozess für Green Building und die Nachhaltigkeitszertifizierung eines Gebäudes die erfolgreiche und nachhaltige Entwicklung des Quartiers stützt und Nachhaltigkeitskriterien sowie die dazugehörigen Prozesse als Steuerungsinstrumente und als Kommunikationstools eingesetzt werden können. Die abschließende Auszeichnung dieser Projekte ist die logische Konsequenz – aber kein Muss.</p>",,1
Contrasting trends in light pollution across Europe based on satellite observed night time lights,313,2014,"… Applying a novel method to analysis of satellite images of European nighttime lights over 15 years, we show that while the continental trend is towards increasing brightness, some …",https://www.nature.com/articles/srep03789,,0,"environmental product declaration, lighting",10.1038/srep03789,Jonathan Bennie; Thomas W. Davies; James P. Duffy; Richard Inger; Kevin J. Gaston,2014-1-21,"<jats:title>Abstract</jats:title><jats:p>Since the 1970s nighttime satellite images of the Earth from space have provided a striking illustration of the extent of artificial light. Meanwhile, growing awareness of adverse impacts of artificial light at night on scientific astronomy, human health, ecological processes and aesthetic enjoyment of the night sky has led to recognition of light pollution as a significant global environmental issue. Links between economic activity, population growth and artificial light are well documented in rapidly developing regions. Applying a novel method to analysis of satellite images of European nighttime lights over 15 years, we show that while the continental trend is towards increasing brightness, some economically developed regions show more complex patterns with large areas decreasing in observed brightness over this period. This highlights that opportunities exist to constrain and even reduce the environmental impact of artificial light pollution while delivering cost and energy-saving benefits.</jats:p>",https://www.nature.com/articles/srep03789.pdf,181
The Doha declaration on the TRIPS agreement and public health: lighting a dark corner at the WTO,396,2002,"'I hope as we move forward, Europe and the United States can work together to stress the notion we have removed this issue from the area of public debate. This is really off the table.'…",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jiel5&section=31,,0,"environmental product declaration, lighting",10.1093/jiel/5.2.469,F. M. Abbott,2002-6-1,,http://academic.oup.com/jiel/article-pdf/5/2/469/6470149/050469.pdf,83
Cost‐Benefit Analysis and Emission Reduction of Energy Efficient Lighting at the Universiti Tenaga Nasional,103,2014,"… the lighting systems at selected buildings of the Universiti Tenaga Nasional. The scope of this project includes evaluation of the lighting … , and the potential environmental benefits. In this …",https://onlinelibrary.wiley.com/doi/abs/10.1155/2014/745894,,0,"environmental product declaration, lighting",10.1155/2014/745894,G. S. B. Ganandran; T. M. I. Mahlia; Hwai Chyuan Ong; B. Rismanchi; W. T. Chong,2014,"<jats:p>This paper reports the result of an investigation on the potential energy saving of the lighting systems at selected buildings of the Universiti Tenaga Nasional. The scope of this project includes evaluation of the lighting system in the Library, Admin Building, College of Engineering, College of Information Technology, Apartments, and COE Food court of the university. The main objectives of this project are to design the proper retrofit scenario and to calculate the potential electricity saving, the payback period, and the potential environmental benefits. In this survey the policy for retrofitting the old lighting system with the new energy saving LEDs starts with 10% for the first year and continues constantly for 10 years until all the lighting systems have been replaced. The result of the life cycle analysis reveals that after four years, the selected buildings will bring profit for the investment.</jats:p>",http://downloads.hindawi.com/journals/tswj/2014/745894.pdf,45
Copper iodide based hybrid phosphors for energy‐efficient general lighting technologies,286,2018,"… -lighting (SSL) is a new lighting technology that is rapidly replacing conventional lighting … , longer lasting, and contributes significantly to environmental protection. A main branch of SSL …",https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201705593,,0,"environmental product declaration, lighting",10.1002/adfm.201705593,Wei Liu; Yang Fang; Jing Li,2018-1-9,"<jats:title>Abstract</jats:title><jats:p>Solid‐state‐lighting (SSL) is a new lighting technology that is rapidly replacing conventional lighting sources because it is much more energy efficient, longer lasting, and contributes significantly to environmental protection. A main branch of SSL technology is light‐emitting diodes (LEDs), and white‐light LEDs (WLEDs) are in the greatest demand for general lighting and illumination applications. Current WLED devices rely heavily on rare‐earth elements (REEs), which will likely suffer from cost and supply risks and environmental consequences in the near future. Crystalline inorganic–organic hybrid materials based on I–VII binary semiconductors represent a promising material class as REE‐free phosphor alternatives. This article provides a brief overview of recent advancement on this material family, with a focus on the rational design, energy‐efficient and low‐cost synthesis, systematic modification, and optimization of their electronic, optical, and thermal properties. A particular emphasis will be made on our own progress over the past several years in developing four classes of CuI(<jats:italic>L</jats:italic>) structures with substantially improved performance as energy‐saving lighting phosphors. General strategies for structural design, synthesis, and property optimization of these materials will also be discussed.</jats:p>",https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fadfm.201705593,255
"LED lighting–modification of growth, metabolism, yield and flour composition in wheat by spectral quality and intensity",157,2018,"… lighting offers several advantages over fluorescent lighting … Second, LED lighting results in significantly less energy … consumption using LED rather than fluorescent lighting (Tables 1, 5). …",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2018.00605/full,,0,"environmental product declaration, lighting",10.3389/fpls.2018.00605,István Monostori; Márk Heilmann; Gábor Kocsy; Marianna Rakszegi; Mohamed Ahres; Susan B. Altenbach; Gabriella Szalai; Magda Pál; Dávid Toldi; Livia Simon-Sarkadi; Noémi Harnos; Gábor Galiba; Éva Darko,2018-5-4,,http://journal.frontiersin.org/article/10.3389/fpls.2018.00605/full,105
Assessment of greenhouse gas emissions of ventilated timber wall constructions based on parametric LCA,55,2018,… life cycle assessment (LCA) methodology to evaluate the consequences (greenhouse gas (GHG) emissions… the mould and decay growth) in typical ventilated timber wall constructions …,https://www.sciencedirect.com/science/article/pii/S095965261831655X,,0,"life cycle greenhouse gas emissions, ventilation",10.1016/j.jclepro.2018.06.006,Selamawit Mamo Fufa; Christofer Skaar; Klodian Gradeci; Nathalie Labonnote,2018-10,,https://api.elsevier.com/content/article/PII:S095965261831655X?httpAccept=text/xml,42
Life cycle greenhouse gas emissions reduction from rigid thermal insulation use in buildings,59,2011,… related greenhouse gas (GHG) emissions from the building sector. This study examines from a life cycle perspective the changes in GHG emissions … GHG emissions related to insulation …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1530-9290.2010.00325.x,,0,"life cycle greenhouse gas emissions, ventilation",10.1111/j.1530-9290.2010.00325.x,Michael H. Mazor; John D. Mutton; David A. M. Russell; Gregory A. Keoleian,2011-3-11,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1530-9290.2010.00325.x,37
"Life-cycle greenhouse gas emissions of shale gas, natural gas, coal, and petroleum",854,2012,"… emissions from shale gas, conventional natural gas, coal, and petroleum, we estimated up-to-date life-cycle greenhouse gas emissions. … the fugitive emissions from leaks and venting for …",https://pubs.acs.org/doi/abs/10.1021/es201942m,,0,"life cycle greenhouse gas emissions, ventilation",10.1021/es300252s,Andrew Burnham,2012-2-6,,https://pubs.acs.org/doi/pdf/10.1021/es300252s,6
Life cycle greenhouse gas emissions from electricity generation: a comparative analysis of Australian energy sources,138,2012,… has estimated that worldwide leakage and venting of natural gas (methane) would reach 95 … fugitive emissions could add as much as 3–6% to the total life cycle emissions for shale gas […,https://www.mdpi.com/1996-1073/5/4/872,,0,"life cycle greenhouse gas emissions, ventilation",10.3390/en5040872,Paul E. Hardisty; Tom S. Clark; Robert G. Hynes,2012-3-26,"<jats:p>Electricity generation is one of the major contributors to global greenhouse gas emissions. Transitioning the World’s energy economy to a lower carbon future will require significant investment in a variety of cleaner technologies, including renewables and nuclear power. In the short term, improving the efficiency of fossil fuel combustion in energy generation can provide an important contribution. Availability of life cycle GHG intensity data will allow decision-makers to move away from overly simplistic assertions about the relative merits of certain fuels, and focus on the complete picture, especially the critical roles of technology selection and application of best practice. This analysis compares the life-cycle greenhouse gas (GHG) intensities per megawatt-hour (MWh) of electricity produced for a range of Australian and other energy sources, including coal, conventional liquefied natural gas (LNG), coal seam gas LNG, nuclear and renewables, for the Australian export market. When Australian fossil fuels are exported to China, life cycle greenhouse gas emission intensity in electricity production depends to a significant degree on the technology used in combustion. LNG in general is less GHG intensive than black coal, but the gap is smaller for gas combusted in open cycle gas turbine plant (OCGT) and for LNG derived from coal seam gas (CSG). On average, conventional LNG burned in a conventional OCGT plant is approximately 38% less GHG intensive over its life cycle than black coal burned in a sub-critical plant, per MWh of electricity produced. However, if OCGT LNG combustion is compared to the most efficient new ultra-supercritical coal power, the GHG intensity gap narrows considerably. Coal seam gas LNG is approximately 13–20% more GHG intensive across its life cycle, on a like-for like basis, than conventional LNG. Upstream fugitive emissions from CSG (assuming best practice gas extraction techniques) do not materially alter the life cycle GHG intensity rankings, such is the dominance of end-use combustion, but application of the most recent estimates of the 20-year global warming potential (GWP) increases the contribution of fugitives considerably if best practice fugitives management is not assumed. However, if methane leakage approaches the elevated levels recently reported in some US gas fields (circa 4% of gas production) and assuming a 20-year methane GWP, the GHG intensity of CSG-LNG generation is on a par with sub-critical coal-fired generation. The importance of applying best practice to fugitives management in Australia’s emerging natural gas industry is evident. When exported to China for electricity production, LNG was found to be 22–36 times more GHG intensive than wind and concentrated solar thermal (CST) power and 13–21 times more GHG intensive than nuclear power which, even in the post-Fukushima world, continues to be a key option for global GHG reduction.</jats:p>",https://www.mdpi.com/1996-1073/5/4/872/pdf,86
The importance of use and end-of-life phases to the life cycle greenhouse gas (GHG) emissions of concrete–a review,196,2014,"… and ventilation methods can significantly reduce the energy requirements of the building, thus reducing greenhouse gases. It … the life cycle GHG emissions of concrete in office buildings. …",https://www.sciencedirect.com/science/article/pii/S1364032114003086,,0,"life cycle greenhouse gas emissions, ventilation",10.1016/j.rser.2014.04.070,Peng Wu; Bo Xia; Xianbo Zhao,2014-9,,https://api.elsevier.com/content/article/PII:S1364032114003086?httpAccept=text/xml,146
Life cycle greenhouse gas emissions of hydrogen fuel production from chlor-alkali processes in the United States,124,2018,"… In addition to the venting and combustion scenarios, to deal with the multi-functionality of the chlor-alkali processes that simultaneously produce chlorine, sodium hydroxide, and …",https://www.sciencedirect.com/science/article/pii/S0306261918302666,,0,"life cycle greenhouse gas emissions, ventilation",10.1016/j.apenergy.2018.02.132,Dong-Yeon Lee; Amgad Elgowainy; Qiang Dai,2018-5,,https://api.elsevier.com/content/article/PII:S0306261918302666?httpAccept=text/xml,96
Uncertainty in life cycle greenhouse gas emissions from United States natural gas end-uses and its effects on policy,207,2011,"… , the uncertainty in life cycle GHG emissions of natural gas (… distributions representing life cycle GHG emissions from the … ), flaring and/or venting of gas, and other fugitive emissions. A …",https://pubs.acs.org/doi/abs/10.1021/es200930h,,0,"life cycle greenhouse gas emissions, ventilation",10.1021/es200930h,Aranya Venkatesh; Paulina Jaramillo; W. Michael Griffin; H. Scott Matthews,2011-8-30,,https://pubs.acs.org/doi/pdf/10.1021/es200930h,96
Uncertainty analysis of life cycle greenhouse gas emissions from petroleum-based fuels and impacts on low carbon fuel policies,127,2011,… Other contributions to refining emissions such as venting and flaring emissions on-site were not expected to be significant as demonstrated by previous deterministic analyses (7) and …,https://pubs.acs.org/doi/abs/10.1021/es102498a,,0,"life cycle greenhouse gas emissions, ventilation",10.5772/17299,Joao Malca; Fausto Freire,2011-9-6,,http://www.intechopen.com/download/pdf/19177,5
Life-cycle greenhouse gas emissions and human health trade-offs of organic waste management strategies,217,2020,"… Because the biogas is being compressed and thus longer-term storage (beyond a few hours’ worth of production) is more feasible, we conservatively approximate that venting events …",https://pubs.acs.org/doi/abs/10.1021/acs.est.0c00364,,0,"life cycle greenhouse gas emissions, ventilation",10.1021/acs.est.0c00364,Sarah L. Nordahl; Jay P. Devkota; Jahon Amirebrahimi; Sarah Josephine Smith; Hanna M. Breunig; Chelsea V. Preble; Andrew J. Satchwell; Ling Jin; Nancy J. Brown; Thomas W. Kirchstetter; Corinne D. Scown,2020-7-6,,http://pubs.acs.org/doi/pdf/10.1021/acs.est.0c00364,154
Harmonization of initial estimates of shale gas life cycle greenhouse gas emissions for electric power generation,194,2014,… Other activities for which the EPA has significantly recently increased emission factors (31)—venting from centrifugal compressor wet seal degassing and conventional well completions…,https://www.pnas.org/doi/abs/10.1073/pnas.1309334111,,0,"life cycle greenhouse gas emissions, ventilation",10.1073/pnas.1309334111,Garvin A. Heath; Patrick O’Donoughue; Douglas J. Arent; Morgan Bazilian,2014-7-21,"<jats:title>Significance</jats:title>
          <jats:p>Previously published life cycle assessments (LCAs) of greenhouse gas emissions from the production and use of shale gas have come to widely varying conclusions about both the magnitude of emissions and its comparison with conventionally produced natural gas and coal for electricity generation. We harmonize estimates from this literature to establish more consistently derived and robust summary of the current state of knowledge. Whereas median estimates for both gas types appear less than half that of coal, alternative assumptions may lead to emissions approaching best-performing coal units, with implications for climate change mitigation strategies.</jats:p>",https://pnas.org/doi/pdf/10.1073/pnas.1309334111,126
Life cycle greenhouse gas emissions from alternative jet fuels,218,2010,… the economic cost of fuel production. This report … life cycle greenhouse gas emissions as they relate to impacts on global climate. Through a life cycle accounting of the GHG emissions …,https://rosap.ntl.bts.gov/view/dot/66442,,0,"life cycle greenhouse gas emissions, ventilation",10.1201/9781420086058-13,,2010-4-26,,,0
"Embodied Carbon: The Hidden Environmental Costs of the Modern"" Green"" Building",0,2024,"… recovery ventilation systems (HRVs and ERVs), and annual carbon … the N11 SolarHouse…Absolute upfront carbon emissions of the … , suggesting that the upfront carbon …",https://scholarworks.umass.edu/bitstreams/5a912e15-0c7e-44bd-9192-9b27e64437f0/download,,0,"upfront embodied carbon, ventilation",10.1007/978-981-97-7187-5_2,Shveta Mohan; Vijayalaxmi J.,2024,,https://link.springer.com/content/pdf/10.1007/978-981-97-7187-5_2,1
Whole life embodied carbon assessment and reduction in UK buildings,0,2025,"… This research focuses on assessing and mitigating embodied carbon (EC) in residential, educational, and hotel buildings in the UK using Life Cycle Assessment (LCA) across the entire …",https://repository.uwl.ac.uk/id/eprint/14030/,,0,"upfront embodied carbon, ventilation",10.36828/newvistas.298,Maryam Keyhani,2025-2-21,,,0
Enhancing Indoor Environmental Quality and Sustainability in Post-Pandemic Office Settings: A Study on Displacement Ventilation Feasibility,5,2023,… In addition to the consideration of the embodied carbon during the upfront … upfront carbon in this mechanical ventilation design example accounting for about 6.1% of the total carbon …,https://www.mdpi.com/2075-5309/13/12/3110,,0,"upfront embodied carbon, ventilation",10.3390/buildings13123110,Jingchun Shen; Yang Chen; Karthik Hejamadi Rajagopal,2023-12-14,"<jats:p>The COVID-19 pandemic has catalyzed global efforts toward transitioning to a sustainable society, driving rapid innovation in building technologies, working practices, building design, and whole life cycle environmental impact consideration. In this pursuit, this study explores the enduring impact of these on an alternative ventilation approach for both existing building renovations and new building implementations. Comparing displacement ventilation to mixed-mode ventilation in a Finnish office building with varying occupancy densities, this study examines indoor air quality (IAQ), thermal comfort, total building energy performance, and embodied carbon. The findings reveal that the basic case of mixed ventilation has a specified system primary energy value of 38.83 kWh/m2 (with 28 occupants) and 39.00 kWh/m2 (with 24 occupants), respectively. With the displacement ventilation alternative, it reduces this by 0.3% and 0.1%, enhancing thermal comfort and decreasing turbulence as well as having a marginal decrease in embodied carbon. In general, the study offers three-fold contributions: insights into post-pandemic office mechanical ventilation design with an emphasis on sustainability and ecological footprint considerations, a concrete case study addressing climate action and human-centric IAQ design, and a multifaceted analysis using the Environmental, Social, and Governance (ESG) paradigm, contributing to the groundwork for associated future research and policy progress.</jats:p>",https://www.mdpi.com/2075-5309/13/12/3110/pdf,1
The Impact of Roof Design on Embodied Carbon and BIPV Energy of a Primary School Building: An LCA-Based Study on the Embodied Carbon and PV-Generated …,0,2025,… Upfront embodied carbon emitted during construction will … the embodied carbon generated and cumulative carbon mitigated … generation from PVs and embodied carbon to achieve net-…,https://link.springer.com/chapter/10.1007/978-3-031-89195-3_3,,0,"upfront embodied carbon, ventilation",10.1007/978-3-031-89195-3_3,Claire-Louise Pickard Wheen; Kambiz Rakhshanbabanari; Martin Fletcher,2025,,https://link.springer.com/content/pdf/10.1007/978-3-031-89195-3_3,0
The Impact of Roof Design on Embodied Carbon and BIPV Energy of,0,2025,"… building as being ‘highly resource efficient with upfront carbon minimised to the greatest extent possible and all remaining embodied carbon reduced or, as a last resort, offset in order to …","https://books.google.com/books?hl=en&lr=&id=mfmTEQAAQBAJ&oi=fnd&pg=PA33&dq=upfront+embodied+carbon,+ventilation&ots=wSd5-giPrL&sig=5ssSkCRCF7tMIgG8yZQdUMrOzVs",,0,"upfront embodied carbon, ventilation",10.1007/978-3-031-89195-3_3,Claire-Louise Pickard Wheen; Kambiz Rakhshanbabanari; Martin Fletcher,2025,,https://link.springer.com/content/pdf/10.1007/978-3-031-89195-3_3,0
